id_venda,data_venda,ano,mes,dia,quantidade,valor_total,canal_venda,nome_produto,categoria,linha,nome_cliente,estado,categoria_email
2279,2025-10-28 01:56:47,2025,10,28,4,147.96,Revendedora,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Hellena Rodrigues,RN,Outros
2426,2025-09-09 21:53:11,2025,9,9,3,482.10,Loja Física,Base Mate - Variação 3,Maquiagem,Base Mate,Theodoro Campos,SP,Outros
2888,2025-09-17 01:44:50,2025,9,17,4,313.92,Site,Loção Nativa SPA - Variação 2,Corpo e Banho,Loção Nativa SPA,Davi Lucca Pimenta,PE,Outros
2986,2025-09-03 13:33:12,2025,9,3,1,211.94,Loja Física,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Sr. Luigi Mendonça,PR,Outros
2892,2025-12-01 16:38:46,2025,12,1,2,453.60,Site,Floratta - Variação 1,Perfumaria,Floratta,Alexia da Rosa,PR,Gmail User
1560,2025-08-05 02:56:26,2025,8,5,5,690.25,Site,Glamour - Variação 3,Perfumaria,Glamour,Alice Rios,BA,Gmail User
2967,2025-01-23 08:47:28,2025,1,23,5,753.50,Site,Sabonete Líquido - Variação 3,Corpo e Banho,Sabonete Líquido,Maria Alice Macedo,RO,Outros
2762,2025-01-18 23:20:59,2025,1,18,1,82.46,Site,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Raquel Camargo,CE,Outros
2611,2025-11-23 21:53:06,2025,11,23,1,48.40,Loja Física,Sabonete Líquido - Variação 1,Corpo e Banho,Sabonete Líquido,Isaque Farias,MT,Outros
2516,2025-08-01 00:19:24,2025,8,1,3,715.89,App,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Mirella Farias,RR,Outros
2476,2025-07-08 07:40:27,2025,7,8,5,382.95,App,Batom Make B. - Variação 2,Maquiagem,Batom Make B.,Ana Clara Porto,MT,Outros
2787,2025-09-30 19:38:24,2025,9,30,2,494.86,Site,Sabonete Líquido - Variação 2,Corpo e Banho,Sabonete Líquido,Davi Miguel Jesus,AL,Gmail User
2592,2025-11-04 11:23:32,2025,11,4,1,188.91,Site,Malbec - Variação 2,Perfumaria,Malbec,João Pedro Rodrigues,PB,Outros
1224,2024-12-23 16:32:13,2024,12,23,4,836.40,Site,Shampoo Match - Variação 1,Cabelos,Shampoo Match,Dra. Maria Eduarda Sá,RN,Outros
2881,2025-09-11 11:26:43,2025,9,11,1,210.20,Site,Base Mate - Variação 1,Maquiagem,Base Mate,Yan Fogaça,ES,Outros
2366,2025-05-25 12:53:57,2025,5,25,3,98.49,Revendedora,Loção Nativa SPA - Variação 3,Corpo e Banho,Loção Nativa SPA,Luna Garcia,RO,Outros
2560,2025-08-12 14:03:15,2025,8,12,4,580.52,Loja Física,Egeo - Variação 3,Perfumaria,Egeo,Zoe Sampaio,SP,Outros
2137,2025-09-04 22:02:13,2025,9,4,2,418.20,Revendedora,Shampoo Match - Variação 1,Cabelos,Shampoo Match,Srta. Maria Alice Montenegro,SC,Outros
1761,2025-11-30 07:08:06,2025,11,30,1,216.03,Revendedora,Condicionador Match - Variação 2,Cabelos,Condicionador Match,Noah Ramos,RR,Outros
2856,2025-08-05 02:33:21,2025,8,5,3,247.38,Site,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Maria Clara Dias,AP,Outros
2840,2025-10-02 20:46:38,2025,10,2,4,676.24,App,Condicionador Match - Variação 1,Cabelos,Condicionador Match,Sofia Pires,PB,Outros
2989,2025-03-26 02:31:38,2025,3,26,5,852.85,Revendedora,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Clara Sousa,RJ,Outros
2792,2025-01-18 00:24:57,2025,1,18,4,437.00,Revendedora,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,Isis Garcia,RO,Outros
2860,2025-04-15 04:24:16,2025,4,15,2,73.98,App,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Enrico Ramos,TO,Outros
2923,2025-09-27 09:34:25,2025,9,27,1,203.37,Loja Física,Glamour - Variação 1,Perfumaria,Glamour,Emilly Pinto,AL,Outros
2896,2025-07-14 04:08:23,2025,7,14,2,423.88,Site,Loção Nativa SPA - Variação 1,Corpo e Banho,Loção Nativa SPA,Rodrigo Vieira,GO,Outros
2899,2025-01-24 00:49:40,2025,1,24,1,145.13,Loja Física,Egeo - Variação 3,Perfumaria,Egeo,Luiz Otávio Pimenta,PR,Outros
2739,2025-06-08 20:52:40,2025,6,8,2,303.82,Revendedora,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Benício da Luz,GO,Outros
2639,2025-10-08 06:40:46,2025,10,8,3,374.58,Revendedora,Máscara de Cílios - Variação 2,Maquiagem,Máscara de Cílios,Miguel Guerra,AM,Outros
2769,2025-02-02 04:38:50,2025,2,2,1,109.25,App,Óleo Corporal - Variação 3,Corpo e Banho,Óleo Corporal,José Sales,PI,Outros
2448,2025-04-08 20:24:52,2025,4,8,5,1237.15,App,Sabonete Líquido - Variação 2,Corpo e Banho,Sabonete Líquido,Luara Fogaça,RJ,Outros
1965,2024-12-05 11:59:16,2024,12,5,3,512.37,App,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Fernando Teixeira,CE,Gmail User
2623,2025-07-10 01:44:01,2025,7,10,2,492.00,App,Óleo Corporal - Variação 1,Corpo e Banho,Óleo Corporal,João Felipe Melo,RS,Outros
2589,2025-07-27 15:54:55,2025,7,27,3,414.15,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Kaique da Cunha,MA,Outros
2269,2025-04-16 02:35:35,2025,4,16,5,617.30,Loja Física,Shampoo Match - Variação 2,Cabelos,Shampoo Match,Dr. Pietro Barros,ES,Outros
2902,2025-07-19 20:07:02,2025,7,19,2,321.40,Loja Física,Base Mate - Variação 3,Maquiagem,Base Mate,Sr. Gustavo Henrique Cavalcante,PR,Outros
2314,2025-01-25 04:05:13,2025,1,25,5,834.95,Site,Egeo - Variação 2,Perfumaria,Egeo,Pedro Miguel Carvalho,SP,Outros
2699,2025-08-12 21:30:51,2025,8,12,2,406.74,App,Glamour - Variação 1,Perfumaria,Glamour,Pedro da Rocha,RN,Outros
1972,2025-03-07 11:22:32,2025,3,7,3,374.58,App,Máscara de Cílios - Variação 2,Maquiagem,Máscara de Cílios,Dr. Gabriel Duarte,PR,Gmail User
2752,2025-07-17 03:42:51,2025,7,17,4,836.40,Loja Física,Shampoo Match - Variação 1,Cabelos,Shampoo Match,Maria Helena Albuquerque,PA,Outros
2882,2025-05-02 00:21:45,2025,5,2,3,511.71,Loja Física,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Kamilly Pacheco,PI,Gmail User
2795,2025-01-14 19:56:54,2025,1,14,1,123.46,Loja Física,Shampoo Match - Variação 2,Cabelos,Shampoo Match,Gael Almeida,RS,Outros
2454,2025-03-18 09:44:25,2025,3,18,4,840.80,App,Base Mate - Variação 1,Maquiagem,Base Mate,Sr. Antony Pinto,PR,Gmail User
1415,2025-10-15 07:54:34,2025,10,15,1,141.35,Revendedora,Malbec - Variação 3,Perfumaria,Malbec,Luiz Otávio Câmara,ES,Outros
2640,2025-09-13 05:42:56,2025,9,13,5,157.15,App,Quasar - Variação 2,Perfumaria,Quasar,Maria Vitória Souza,GO,Outros
2286,2025-07-31 20:20:47,2025,7,31,3,511.71,Site,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Miguel Abreu,MG,Outros
2092,2024-12-15 05:02:53,2024,12,15,2,65.66,App,Loção Nativa SPA - Variação 3,Corpo e Banho,Loção Nativa SPA,Srta. Lunna Vieira,BA,Outros
2729,2025-11-30 04:51:52,2025,11,30,2,341.58,Loja Física,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Thiago Borges,RO,Outros
2904,2025-10-21 01:24:12,2025,10,21,3,188.10,App,Glamour - Variação 2,Perfumaria,Glamour,Maria Sophia Lima,MA,Outros
2160,2025-02-27 08:42:22,2025,2,27,4,607.64,Loja Física,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Lucas Costela,AM,Outros
2509,2025-04-10 18:46:23,2025,4,10,4,552.20,App,Glamour - Variação 3,Perfumaria,Glamour,Dr. Igor Garcia,GO,Outros
2937,2025-06-10 09:04:36,2025,6,10,5,157.15,App,Quasar - Variação 2,Perfumaria,Quasar,Maria Júlia Ribeiro,PA,Outros
2938,2025-12-01 11:50:28,2025,12,1,1,138.05,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Dra. Eduarda Dias,PR,Outros
2633,2025-01-12 12:29:55,2025,1,12,2,365.06,Site,Máscara Capilar - Variação 2,Cabelos,Máscara Capilar,Dr. Francisco Gomes,RJ,Outros
2831,2024-12-10 10:52:04,2024,12,10,5,184.95,Revendedora,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Bianca Machado,RR,Outros
2593,2025-07-19 08:59:48,2025,7,19,5,1193.15,Loja Física,Máscara de Cílios - Variação 3,Maquiagem,Máscara de Cílios,Maria Sophia Duarte,BA,Outros
2513,2025-07-17 04:38:09,2025,7,17,3,511.71,App,Máscara de Cílios - Variação 1,Maquiagem,Máscara de Cílios,Ana Júlia Leão,PI,Outros
1375,2025-01-19 23:54:40,2025,1,19,3,512.37,Site,Batom Make B. - Variação 3,Maquiagem,Batom Make B.,Ester Casa Grande,SP,Outros
2537,2025-03-07 01:48:14,2025,3,7,5,412.30,Revendedora,Condicionador Match - Variação 3,Cabelos,Condicionador Match,Olivia Carvalho,DF,Outros
2864,2025-08-20 11:25:20,2025,8,20,5,184.95,Revendedora,Batom Make B. - Variação 1,Maquiagem,Batom Make B.,Nina Pires,MT,Gmail User
1991,2025-07-14 07:09:15,2025,7,14,4,676.24,Loja Física,Condicionador Match - Variação 1,Cabelos,Condicionador Match,Arthur Miguel Ramos,MG,Outros
2585,2025-01-19 11:32:54,2025,1,19,5,617.30,Revendedora,Shampoo Match - Variação 2,Cabelos,Shampoo Match,Luara Santos,PE,Outros
2785,2025-01-18 23:18:37,2025,1,18,4,607.64,Loja Física,Óleo Corporal - Variação 2,Corpo e Banho,Óleo Corporal,Ana Carolina Marques,AM,Outros
2889,2025-08-16 16:23:11,2025,8,16,2,276.10,Revendedora,Glamour - Variação 3,Perfumaria,Glamour,Ágatha Ferreira,RO,Outros
2224,2025-07-09 21:00:14,2025,7,9,5,1134.00,Revendedora,Floratta - Variação 1,Perfumaria,Floratta,Caroline Borges,PE,Outros
2251,2025-07-02 12:56:14,2025,7,2,4,131.32,Loja Física,Loção Nativa SPA - Variação 3,Corpo e Banho,Loção Nativa SPA,Sr. Luan Novais,AM,Gmail User
2900,2025-10-03 20:43:58,2025,10,3,5,803.50,App,Base Mate - Variação 3,Maquiagem,Base Mate,Leandro Guerra,AP,Outros
2751,2024-12-07 03:40:26,2024,12,7,3,610.11,Site,Glamour - Variação 1,Perfumaria,Glamour,Sophia Guerra,TO,Outros
